usage_log_id,line_id,item_type,used_amount,log_month,created_at,updated_at
134,67,VIDEO,1260,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
135,68,VOICE,534,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
136,68,VIDEO,1051,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
137,69,VOICE,502,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
138,69,VIDEO,1310,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
139,70,VOICE,242,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
140,70,VIDEO,1043,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
141,71,VOICE,775,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
142,71,VIDEO,129,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
143,72,VOICE,1771,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
144,72,VIDEO,1431,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
145,73,VOICE,1963,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
146,73,VIDEO,1173,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
147,74,VOICE,1763,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
148,74,VIDEO,1748,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
149,75,VOICE,1993,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
150,75,VIDEO,421,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
151,76,VOICE,1742,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
152,76,VIDEO,705,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
153,77,VOICE,491,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
154,77,VIDEO,1456,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
155,78,VOICE,761,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
156,78,VIDEO,1726,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
157,79,VOICE,1869,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
158,79,VIDEO,1884,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
159,80,VOICE,723,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
160,80,VIDEO,1984,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
161,81,VOICE,923,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
162,81,VIDEO,681,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
163,82,VOICE,807,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
164,82,VIDEO,132,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
165,83,VOICE,626,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
166,83,VIDEO,1803,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
167,84,VOICE,874,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
168,84,VIDEO,170,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
169,85,VOICE,1660,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
170,85,VIDEO,550,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
171,86,VOICE,1383,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
172,86,VIDEO,1863,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
173,87,VOICE,1548,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
174,87,VIDEO,1316,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
175,88,VOICE,1310,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
176,88,VIDEO,508,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
177,89,VOICE,1405,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
178,89,VIDEO,1673,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
179,90,VOICE,1481,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
180,90,VIDEO,612,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
181,91,VOICE,447,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
182,91,VIDEO,1584,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
183,92,VOICE,722,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
184,92,VIDEO,1385,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
185,93,VOICE,565,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
186,93,VIDEO,338,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
187,94,VOICE,685,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
188,94,VIDEO,1338,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
189,95,VOICE,515,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
190,95,VIDEO,1885,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
191,96,VOICE,1077,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
192,96,VIDEO,1101,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
193,97,VOICE,1466,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
194,97,VIDEO,1380,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
195,98,VOICE,771,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
196,98,VIDEO,383,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
197,99,VOICE,247,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
198,99,VIDEO,1566,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
199,100,VOICE,916,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
200,100,VIDEO,1409,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
201,101,VOICE,910,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
202,101,VIDEO,1614,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
203,102,VOICE,1715,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
204,102,VIDEO,1208,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
205,103,VOICE,838,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
206,103,VIDEO,505,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
207,104,VOICE,1182,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
208,104,VIDEO,1138,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
209,105,VOICE,434,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
210,105,VIDEO,700,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
211,106,VOICE,120,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
212,106,VIDEO,1364,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
213,107,VOICE,1230,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
214,107,VIDEO,1853,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
215,108,VOICE,1888,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
216,108,VIDEO,1369,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
217,109,VOICE,121,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
218,109,VIDEO,740,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
219,110,VOICE,245,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
220,110,VIDEO,1954,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
221,111,VOICE,1660,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
222,111,VIDEO,1884,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
223,112,VOICE,1056,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
224,112,VIDEO,510,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
225,113,VOICE,316,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
226,113,VIDEO,553,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
227,114,VOICE,105,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
228,114,VIDEO,1924,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
229,115,VOICE,964,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
230,115,VIDEO,1936,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
231,116,VOICE,1488,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
232,116,VIDEO,362,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
233,117,VOICE,1284,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
234,117,VIDEO,1855,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
235,118,VOICE,1134,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
236,118,VIDEO,632,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
237,119,VOICE,1398,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
238,119,VIDEO,206,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
239,120,VOICE,405,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
240,120,VIDEO,1994,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
241,121,VOICE,862,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
242,121,VIDEO,1822,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
243,122,VOICE,1193,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
244,122,VIDEO,561,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
245,123,VOICE,826,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
246,123,VIDEO,464,2025-12,2026-01-25 22:24:20,2026-01-25 22:24:20
